Speaker,Gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,F,-517.5058594,146.4173431,-29.53968811,26.43515396,3.644021988,-4.304853916,-10.9346323,-10.86394501,-2.225509167,3.205030203,-0.748909771,1.289663434,6.014016628,-0.024616396,-0.075248338,0.011314861,0.001398354,-0.055748668,0.045823988,0.002127924,-0.006591944,0.028219901,0.00838216,-0.00234128,-0.008899704,0.019684698
1,F,-522.270752,121.6484146,-17.36192322,27.18606758,9.75947094,1.519310594,-8.010103226,-10.46349239,-1.883760214,4.574494839,0.409676224,0.206841648,7.475301266,-0.076077171,0.009730274,0.043573827,-0.007951861,0.034058839,-0.013321104,-0.050154641,-0.014760602,0.005311351,-0.015503665,-0.006917417,0.031391554,0.016420666
1,F,-556.8777466,137.4649811,-26.87325287,23.45619011,6.998059273,-2.313380003,-6.281305313,-8.246534348,-3.817144632,2.648906469,0.506475866,-1.175637007,5.655708313,-0.125022247,-0.02779551,0.046953559,-0.034850314,-0.004791725,0.017961036,0.021653872,0.024315156,-0.004650805,0.007579924,0.009039635,-0.007144003,0.005887128
1,F,-561.2929077,134.9070282,-30.85432625,24.49037933,8.021119118,1.5655303,-3.747327805,-4.976342201,-2.110218287,4.481221199,0.052917842,-3.549935102,6.979183197,-0.064079128,0.026693776,0.038220245,-0.020788671,0.033093173,0.015389446,-0.035699632,-0.008585684,0.001337868,-0.002726627,0.003224142,0.00210388,0.0141246
1,F,-559.730957,132.2886963,-34.11110306,30.56559944,13.22181892,-4.248109341,-9.303217888,-6.107522488,-2.999213219,3.92921114,1.074289322,-0.996383369,7.58770752,-0.022260193,0.016838655,0.018856557,-0.035981443,0.010923903,0.016066134,-0.031702511,0.006143675,0.021671122,-0.010271051,-0.018117692,0.009499887,0.006431905
1,F,-566.1452026,117.92659,-22.84938049,19.01632309,9.099887848,4.692046642,-7.620238781,-6.276925087,-1.692120194,4.706225395,1.052075982,-0.356547534,9.06216526,0.025898356,0.037847128,0.014086355,-0.008839927,0.006579797,-0.00628323,-0.033137418,-0.018227622,-0.003183181,-0.006863955,-0.013387247,-0.003393091,0.005907112
1,F,-567.8759766,122.3166885,-31.67381668,32.66415024,3.820626259,2.569733143,-10.64270115,-6.562577248,-1.008881688,2.351857185,1.195859432,-0.494741231,7.354956627,-0.019309236,-0.015321873,0.001850904,0.018178243,0.020235378,-0.018171199,-0.026122972,-0.004672468,-0.000840748,0.018790847,0.008949499,-0.007791352,0.010360035
1,F,-560.8748779,128.4894562,-37.39439011,36.07727432,9.462370872,1.682147622,-9.982126236,-8.089132309,-3.359941959,4.033157349,1.378083706,-2.406291723,6.229820251,0.01526289,0.012374535,-0.006451376,0.006925149,0.023644369,0.004895186,-0.004775936,-0.003750173,0.00225433,0.005506776,-0.003656249,-0.007031094,-0.008085765
1,F,-558.5336304,109.3209686,-19.99009895,33.28443909,13.46591568,1.926506519,-9.784393311,-7.713021278,-3.946488857,1.785298586,0.337059051,-2.34137845,5.900569916,-0.189287215,0.034285851,0.137320548,-0.012384635,0.043064903,0.0233896,-0.009268568,0.024573086,-0.014068981,-0.062562399,-0.011962278,0.029575413,0.009309563
1,F,-560.8238525,140.742157,-42.89606094,38.89015579,3.781226873,-4.623056889,-8.448456764,-6.442513466,-2.307349682,-0.643706441,1.471938491,-4.472084045,-0.275063425,0.281306893,-0.077572376,-0.034871314,0.133102566,0.064048432,-0.019424016,-0.098046444,-0.045267873,-0.071683072,0.034036763,0.042490035,0.032796372,0.032293815
1,F,-544.374939,137.1457062,-15.38771343,27.19091988,5.861227512,-1.519410372,-5.011417389,-6.207779408,-8.184104919,0.517246783,0.672104239,-4.106197834,4.909110069,-0.20983164,-0.003959742,0.136309817,0.009610998,0.025982307,0.025177762,-0.014866454,-0.001330871,-0.003030635,-0.011508291,-0.007325988,-0.024775757,-0.003097562
1,F,-560.5370483,123.7651825,-23.25336647,27.75304413,10.57556915,-2.734915257,-5.932727814,-7.509275436,-1.068580866,4.803544521,0.079335906,0.446160018,7.819045544,0.052186444,0.023753723,-0.03046101,-0.053971417,-0.061349582,-0.006210996,0.029983552,0.01113416,0.014406431,0.021311658,-0.004886486,0.00524338,0.029675573
1,F,-566.416626,126.1853714,-12.17974758,25.25729942,9.592349052,0.054893982,-7.282029629,-5.584712982,0.798284173,5.207612514,1.336530447,0.548368394,5.885114193,0.076651827,0.010519422,-0.037054684,0.033649482,-0.001032623,-0.045622207,-0.013407517,-0.002681521,-0.010827683,0.003459618,0.002936648,-0.007987093,-0.000915901
1,F,-571.8138428,128.123703,-29.83740997,30.34909058,5.236200333,-5.364442348,-9.328910828,-1.269762874,-1.438215733,3.048244953,2.627300024,-1.163887143,5.603244305,0.020950859,0.017720912,0.00020053,0.03518362,0.017921861,-0.030452216,-0.009744725,0.00216785,-0.028591307,-0.004579857,0.00864066,0.001780124,0.007239606
1,F,-563.8474731,126.5983505,-27.16687775,18.7595005,6.533212662,1.659200907,-7.137569904,-5.778511047,-4.819162369,5.963685036,1.32361877,-3.443752527,6.777032375,0.059543192,-0.023681756,-0.068105109,-0.007863089,-0.017627465,0.005652955,0.022581743,0.001050686,0.007818714,0.032125093,0.007312737,-0.012599026,0.007730361
2,M,-541.4866333,130.4328308,-42.17087173,48.38484955,-13.00657272,3.33169508,-11.23872757,-8.636347771,-1.16514051,-4.324999332,-0.5771963,-3.679190159,2.34683609,0.068636365,0.271432132,0.060862202,-0.048082188,0.140064642,-0.015317651,-0.107624613,-0.172731951,-0.024096994,0.032721009,-0.025375584,0.006891087,0.014369096
2,M,-484.4302368,138.9649506,-3.448593616,14.41699219,0.363165766,-3.796958447,-5.288806915,-7.129176617,-3.634188414,-4.478869438,-3.956460238,-4.471863747,-2.093971252,0.107182711,0.033729039,-0.085101381,-0.033841673,0.003813394,-0.014775863,-0.00388256,0.01236076,0.017227706,0.012691137,-0.00219302,0.000367916,0.011841022
2,M,-533.9108887,132.3924103,-17.38610458,18.05685806,-1.070788026,-5.030581474,-4.88010025,-6.366155624,-3.257148504,-5.114760876,-2.202241182,-1.790458202,-1.815273523,-0.051821582,0.018217558,0.053541776,-0.009872776,0.029042849,0.041212656,-0.014653386,-0.04003837,-0.023778785,0.00485917,0.005788518,-0.000364188,-0.007639326
2,M,-494.6572876,132.3649445,-1.825072646,16.50101471,-1.546028137,-5.13001585,-2.570860624,-6.104104042,-4.874394894,-5.604249001,-3.557433605,-2.615417242,-1.881621838,0.047223818,0.010020557,-0.049261712,-0.031798255,0.007765938,0.004931568,-0.030513313,-0.012982024,0.014930101,0.00822857,-0.000442911,-0.002544067,0.018867943
2,M,-453.4156494,139.6270142,-20.3896122,17.78082848,-12.17056179,0.251793534,-6.841975689,-9.178043365,-3.125961542,-5.533504009,-2.928853035,-4.594826221,-3.115095615,0.056870725,0.047331437,-0.02236291,0.025951089,0.018679325,-0.078349151,0.02579136,0.045978311,-0.030029472,-0.025349379,-0.002372634,-0.00357403,-0.02396673
2,M,-476.255249,145.2251892,3.950629711,17.53952217,-1.266296506,-5.694150925,-3.692429781,-7.241820812,-6.448701859,-5.456130028,-4.463672638,-5.011710167,-2.477115154,-0.003434359,0.056024365,0.049083594,-0.045748185,-0.023814918,0.014555097,-0.007215437,-0.001409509,0.013055624,-0.003518706,-0.01158101,0.002102192,0.004983583
2,M,-513.7661743,130.0009918,-16.83195877,12.39480209,-0.691265702,-5.962315559,-4.681879997,-7.547106266,-4.395946503,-4.696904182,-4.190690041,-4.415448189,-1.553625584,-0.096761033,-0.000329137,0.034844462,-0.035092905,0.013300876,-0.018024856,-0.014957179,0.005443485,-0.011255069,-0.003575406,-0.01265912,-0.000809446,5.09E-05
2,M,-481.9433594,149.568634,-22.04805946,16.27539444,-1.77796793,-5.01362896,-9.579650879,-11.69288826,-6.275751114,-6.074326038,-5.13600111,-4.935762882,-1.775804758,0.056451552,0.02312934,0.024623331,0.057028197,0.022952152,-0.000503409,-0.031711228,0.001900803,0.044030249,0.018479584,-0.006260152,0.003146837,0.03132984
2,M,-519.0097046,144.4784088,-6.656159401,17.47491264,7.060754299,-7.867054462,-5.613334656,-6.227397442,-5.899369717,-4.939830303,-5.246741772,-4.269201279,-1.683757663,0.080800161,0.053258572,-0.016069863,0.003582604,0.020838194,-0.007516776,-0.021058142,-0.0049326,0.005049643,-0.011894071,-0.023120841,-0.009556978,0.004325187
2,M,-506.7194214,149.6450195,-4.452919006,10.84826946,4.053673744,0.801896334,-3.87846303,-7.963218689,-3.786651373,-2.218187332,-3.314504385,-3.729861498,-0.690138042,0.224481732,0.081958465,-0.113808163,-0.030019145,0.010127412,-0.000106663,-0.077057146,-0.115771599,-0.030638536,0.029587185,0.018150942,-0.022018665,-0.006133162
2,M,-494.5056763,145.3706818,4.050754547,22.00494194,1.530859232,-5.510102272,-3.711695671,-5.983600616,-4.944627285,-5.100210667,-4.210019112,-3.075757742,-1.806858301,0.051618129,0.040023785,0.00971541,0.002456012,-0.021749502,-0.017901227,-0.001416032,-0.014370157,-0.021069966,-0.015532772,-0.014269071,-0.010787414,-0.00169349
2,M,-521.638916,132.5473328,-16.24157143,16.43099403,3.324806452,-5.679470539,-4.542850971,-7.693733215,-3.453068972,-2.377321243,-2.909065008,-3.848074198,-3.14542079,-0.097295754,0.028525697,0.065884277,0.009986059,0.037565935,-0.008740033,0.030328833,-0.01489543,-0.044119384,0.005946618,-0.019533003,-0.028445054,-0.003586728
2,M,-503.6514893,145.745163,0.529038429,17.68435669,2.188879251,-4.869819641,-2.780827284,-7.00128746,-4.937687874,-4.285560131,-3.447498083,-3.291627645,-2.263269663,-0.027946861,-0.017382499,0.021358473,0.019695677,0.002888721,0.006446492,0.007034674,0.012673598,0.017976122,0.013568484,-0.003131811,-0.008034323,0.012824241
2,M,-449.0737915,146.5005798,-1.714788198,27.57526207,-3.033693314,-5.285795689,-2.358456612,-9.8201437,-6.874672413,-6.447108269,-5.430473328,-5.465036869,-2.745418787,-0.018669849,0.01345518,0.02066293,-0.015001233,-0.00037018,0.004896173,-0.005087238,-0.002075894,-0.004669887,-0.004331976,0.002261483,0.002980556,0.001079503
2,M,-443.7142334,161.3548431,-28.70857811,18.84295845,-12.68717098,-12.13495636,-6.578544617,-10.71436214,-10.69584084,-7.751752853,-1.883050442,-4.369858742,-3.252417088,0.28266409,0.079607882,-0.186394602,-0.139372319,-0.03136922,0.15583387,-0.054899205,-0.234905705,0.04802743,0.094575435,0.012737091,0.135966897,0.14321357
2,M,-428.4515686,156.5594788,-15.11594963,31.14291954,-5.528881073,-3.433175325,-5.595399857,-11.80961895,-6.149917126,-7.245062828,-3.452737331,-4.489370346,-3.167237759,0.057445314,-0.005861776,0.011742759,0.040704049,-0.002993763,-0.008879647,-0.046021752,0.012991495,0.062461562,0.04697489,0.019240951,0.011491138,0.022738447
2,M,-516.4223633,142.4211578,-17.0575161,19.87064552,1.190345287,-9.050946236,-3.993665218,-6.25762701,-3.896636248,-5.4618783,-5.021090984,-3.719433308,-1.584280491,0.074368306,-0.160107672,-0.033581059,0.133060083,-0.033786509,0.005820849,-0.024993613,0.016307792,-0.001823148,0.001291467,-0.006432271,-0.032272492,-0.015571554
2,M,-522.1651001,141.4929199,-21.28176498,25.68912125,-4.586868286,-5.918233871,-3.834056854,-7.14001894,-1.630885959,-2.276549339,-2.151925325,-4.609508514,-0.711166859,0.043787885,-0.163435817,-0.053871188,0.116154924,-0.043963306,0.012318323,0.000248952,0.008538957,0.008036599,-0.008192188,0.020306509,-0.008769494,-0.001940274
2,M,-486.7875671,153.0966949,0.146355122,16.78729057,2.230861425,-4.634658813,-2.656709909,-6.130182743,-4.423657417,-2.866124153,-3.98176527,-4.753869057,-1.272554517,0.105310895,0.070828013,0.001121023,-0.023892462,-0.04800364,-0.03919021,-0.025265709,-0.00634461,0.001419923,0.001102902,-0.003337598,0.002085773,0.006789058
2,M,-538.6682129,149.2683563,-23.83007431,16.04879189,-0.989335418,-7.682179928,-7.523078442,-6.295360088,-4.682366371,-5.502366543,-1.261520624,-2.318760395,-2.374765158,0.246154711,0.18565695,-0.102597408,-0.179130986,-0.07624533,-0.157626614,-0.31493932,-0.156385347,0.119322404,0.139388993,-0.01662977,-0.003418615,0.115913756
2,M,-499.8373413,136.2732391,-3.258859158,22.57359314,5.143955708,-4.628863335,-4.03834343,-6.083893776,-5.900482655,-4.197242737,-3.148625135,-2.738177776,-0.087960958,0.048900709,0.022197073,-0.014589717,0.001911568,0.003968321,-0.000437442,0.01023171,0.017343003,0.004403656,0.001296114,-0.0026653,-0.010276996,0.00341579
2,M,-492.6407776,150.1251678,-19.30131721,18.19104576,-3.964864016,-6.305670738,-3.557328224,-7.280380726,-4.778039455,-4.852024555,-3.055946112,-4.876607895,-3.644613743,0.069418393,0.098628707,-0.075079232,-0.154333189,0.026508911,0.008165853,-0.06342724,-0.009104357,0.008461602,0.007183742,-0.008703147,-0.012769089,-0.020131219
2,M,-542.8751831,176.4412994,-23.5809288,21.71803856,-6.034621239,-6.562163353,-1.931880116,-10.06203079,-5.540810585,-6.685988903,-3.714276314,-5.132927895,-4.299245358,0.011553858,0.078576796,0.097284548,-0.00887854,0.032098524,0.093164757,-0.023422087,-0.043913696,-0.029249249,-0.060294598,-0.029127887,-0.040694021,-0.068843164
2,M,-511.5011292,154.0268707,-19.43005562,31.73901367,-3.83762002,-8.051558495,-3.003073454,-11.03986263,-5.663575649,-7.426522732,-4.527563572,-4.753947258,-4.668550968,0.125297338,-0.070941634,-0.021026438,-0.055109661,-0.087935872,0.128085077,-0.106733873,-0.012621334,0.051180013,-0.06093647,-0.011863591,0.001150559,0.066699892
2,M,-480.3023682,156.6257477,-6.396474361,14.98853874,2.365154505,-6.699027061,-7.264018536,-7.818862915,-5.725893021,-6.030338287,-3.6850245,-3.472904444,-2.674895048,-0.082537614,0.028236574,0.069053151,-0.018042397,0.021661943,0.006460023,-0.010970489,-0.00254225,-0.014838303,-0.011384807,-0.009405247,-0.013383252,-0.014006061
2,M,-467.3402405,137.2300568,24.43722153,28.81201935,18.50405121,6.315349579,-1.053193092,-6.854453564,-2.02366662,-3.539602518,-6.655612469,-2.641811371,-0.82583493,-0.075899817,-0.020054867,0.030936444,-0.009919417,0.006943445,-0.006846902,-0.022089109,0.006944874,0.012357818,0.001264222,-0.018842721,-0.007754307,0.002872852
2,M,-474.157196,133.4834595,17.03107452,24.83420372,6.15366745,4.817719936,-1.256056905,-7.2114501,0.273508668,-2.468150854,-6.189917564,-1.584480882,-0.151534557,-0.009681025,0.034648422,0.03983989,-0.017936051,0.002022128,0.025988292,0.005861596,-0.014213834,-0.032171,-0.015678398,0.009553908,0.001452695,0.000479535
2,M,-449.9278564,186.9270477,5.51482296,23.82751274,11.98306179,-3.101721287,-3.656699896,-6.533260822,-4.712474346,-7.032469749,-9.498866081,-2.840406895,-1.208820939,0.366914183,0.411591589,0.269206315,0.169333443,0.004054686,-0.07168813,-0.065778211,-0.079568021,-0.05398706,-0.02576201,0.002777412,0.043247879,0.017268842
2,M,-478.0073853,155.7033081,15.15616894,30.73632813,17.35440445,2.026063204,-3.649692297,-9.090543747,-2.93213892,-3.787734509,-7.923930168,-2.245057106,-0.503550291,-0.100838959,-0.050805941,0.004556212,-0.023472108,-0.001947176,-0.025000272,-0.044644535,-0.012540856,0.016982818,0.030313302,0.01292416,-0.001759823,0.00635107
